"Rk,Player,WS,WS,Season,Age,Team,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Player-additional"
"1103,Greg Kite,-0.1,-0.1,1987-88,26,BOS,13,0,86,9,23,9,23,0,0,1,6,10,14,24,2,3,8,9,16,19,.391,.391,,.167,.371,.391,C,kitegr01"
"1104,Wayne Turner,-0.1,-0.1,1999-00,23,BOS,3,0,41,1,6,1,6,0,0,2,6,1,2,3,5,0,0,3,4,4,.167,.167,,.333,.231,.167,G,turnewa01"
"1105,Rick Brunson,-0.1,-0.1,2000-01,28,BOS,7,0,142,10,35,8,24,2,11,4,9,2,7,9,24,7,1,9,16,26,.286,.333,.182,.444,.334,.314,G,brunsri01"
"1106,Charlie Hoefer,-0.1,-0.1,1947-48,26,BOS,7,,,3,19,3,19,,,4,8,,,,3,,,,17,10,.158,.158,,.500,.222,.158,G,hoefech01"
"1107,Andre Turner,-0.1,-0.1,1986-87,22,BOS,3,0,18,2,5,2,4,0,1,0,0,1,1,2,1,0,0,5,1,4,.400,.500,.000,,.400,.400,G,turnean01"
"1108,Darren Tillis,-0.1,-0.1,1982-83,22,BOS,15,0,44,7,23,7,22,0,1,2,6,4,5,9,2,0,2,4,8,16,.304,.318,.000,.333,.312,.304,C-F,tillida01"
"1109,Ron Watts,-0.1,-0.1,1966-67,23,BOS,27,,89,11,44,11,44,,,16,23,,,38,1,,,,16,38,.250,.250,,.696,.351,.250,F,wattsro01"
"1110,Kris Joseph,-0.1,-0.1,2012-13,24,BOS,6,0,24,2,11,2,9,0,2,3,4,1,4,5,1,0,0,2,2,7,.182,.222,.000,.750,.274,.182,F,josepkr01"
"1111,Warren Fenley,-0.1,-0.1,1946-47,24,BOS,33,,,31,138,31,138,,,23,45,,,,16,,,,59,85,.225,.225,,.511,.269,.225,F,fenlewa01"
"1112,Abdel Nader,-0.1,-0.1,2017-18,24,BOS,48,1,522,50,149,27,84,23,65,23,39,13,58,71,26,15,10,34,45,146,.336,.321,.354,.590,.439,.413,F,naderab01"
"1113,Bobby Wilson,-0.1,-0.1,1976-77,26,BOS,25,,131,19,59,19,59,,,11,13,3,6,9,14,3,0,,19,49,.322,.322,,.846,.379,.322,G,wilsobo03"
"1114,Sly Williams,-0.2,-0.2,1985-86,28,BOS,6,0,54,5,21,5,17,0,4,7,12,7,8,15,2,1,1,7,15,17,.238,.294,.000,.583,.323,.238,F-G,willisl01"
"1115,Nate Driggers,-0.2,-0.2,1996-97,23,BOS,15,0,132,13,43,13,34,0,9,10,14,12,10,22,6,3,2,6,10,36,.302,.382,.000,.714,.366,.302,G,driggna01"
"1116,Acie Earl,-0.2,-0.2,1994-95,24,BOS,30,3,208,26,68,26,68,0,0,14,29,19,26,45,2,6,8,14,39,66,.382,.382,,.483,.409,.382,F-C,earlac01"
"1117,Art Spector,-0.2,-0.2,1949-50,29,BOS,7,,,2,12,2,12,,,1,4,,,,3,,,,4,5,.167,.167,,.250,.182,.167,F,spectar01"
"1118,Kelvin Upshaw,-0.2,-0.2,1989-90,27,BOS,14,0,131,12,39,10,34,2,5,4,6,3,10,13,28,2,1,12,19,30,.308,.294,.400,.667,.360,.333,G,upshake01"
"1119,Walter McCarty,-0.2,-0.2,1999-00,25,BOS,61,5,879,78,230,44,120,34,110,39,54,33,77,110,70,24,23,67,83,229,.339,.367,.309,.722,.451,.413,F,mccarwa01"
"1120,Bulbs Ehlers,-0.2,-0.2,1947-48,24,BOS,40,,,104,417,104,417,,,78,144,,,,44,,,,92,286,.249,.249,,.542,.298,.249,F-G,ehlerbu01"
"1121,Junior Burrough,-0.2,-0.2,1995-96,23,BOS,61,3,495,64,170,64,170,0,0,61,93,45,64,109,15,15,10,40,74,189,.376,.376,,.656,.448,.376,F,burroju01"
"1122,Dino Radja,-0.2,-0.2,1996-97,29,BOS,25,25,874,149,339,149,338,0,1,51,71,44,167,211,48,23,48,70,76,349,.440,.441,.000,.718,.471,.440,F-C,radjadi01"
"1123,Tom Sanders,-0.2,-0.2,1972-73,34,BOS,59,,423,47,149,47,149,,,23,35,,,88,27,,,,82,117,.315,.315,,.657,.356,.315,F,sandeto01"
"1124,Moritz Wagner,-0.2,-0.2,2020-21,23,BOS,9,1,61,4,14,2,8,2,6,1,2,3,16,19,6,0,1,9,10,11,.286,.250,.333,.500,.370,.357,F-C,wagnemo01"
"1125,Dwayne Schintzius,-0.2,-0.2,1998-99,30,BOS,16,0,67,4,16,4,16,0,0,3,4,7,12,19,8,0,3,10,17,11,.250,.250,,.750,.310,.250,C,schindw01"
"1126,Stan Noszka,-0.2,-0.2,1948-49,28,BOS,30,,,30,123,30,123,,,15,30,,,,25,,,,56,75,.244,.244,,.500,.275,.244,G,noszkst01"
"1127,Garfield Smith,-0.2,-0.2,1970-71,25,BOS,37,,281,42,116,42,116,,,22,56,,,95,9,,,,53,106,.362,.362,,.393,.377,.362,C-F,smithga01"
"1128,Kenny Sailors,-0.2,-0.2,1950-51,30,BOS,10,,,4,25,4,25,,,10,16,,,3,8,,,,14,18,.160,.160,,.625,.281,.160,G,sailoke01"
"1129,Johnny Ezersky,-0.2,-0.2,1949-50,27,BOS,16,,,36,136,36,136,,,35,51,,,,22,,,,39,107,.265,.265,,.686,.338,.265,F-G,ezersjo01"
"1130,Ernie DiGregorio,-0.2,-0.2,1977-78,27,BOS,27,,274,47,109,47,109,,,12,13,2,25,27,66,12,1,47,22,106,.431,.431,,.923,.462,.431,G,digreer01"
"1131,Doug Overton,-0.2,-0.2,2000-01,31,BOS,7,1,144,15,44,14,40,1,4,7,11,3,12,15,19,4,0,13,15,38,.341,.350,.250,.636,.389,.352,G,overtdo01"
"1132,Gene Guarilia,-0.2,-0.2,1962-63,25,BOS,11,,83,11,38,11,38,,,4,11,,,14,2,,,,5,26,.289,.289,,.364,.303,.289,F,guarige01"
"1133,Gerry Ward,-0.2,-0.2,1964-65,23,BOS,3,,30,2,18,2,18,,,1,1,,,5,6,,,,6,5,.111,.111,,1.000,.136,.111,G,wardge01"
"1134,Doug Smith,-0.2,-0.2,1995-96,26,BOS,17,2,92,14,39,14,39,0,0,5,8,12,10,22,4,3,0,11,21,33,.359,.359,,.625,.388,.359,F,smithdo03"
"1135,Jim Loscutoff,-0.2,-0.2,1959-60,29,BOS,28,,536,66,205,66,205,,,22,36,,,108,12,,,,108,154,.322,.322,,.611,.349,.322,F,loscuji01"
"1136,Mel Hirsch,-0.2,-0.2,1946-47,25,BOS,13,,,9,45,9,45,,,1,2,,,,10,,,,18,19,.200,.200,,.500,.207,.200,G,hirscme01"
"1137,Kevin Stacom,-0.2,-0.2,1978-79,27,BOS,24,,260,52,133,52,133,,,13,19,10,14,24,35,15,0,26,18,117,.391,.391,,.684,.414,.391,G,stacoke01"
"1138,Jo Jo White,-0.3,-0.3,1978-79,32,BOS,47,,1455,255,596,255,596,,,79,89,22,106,128,214,54,4,142,100,589,.428,.428,,.888,.464,.428,G,whitejo01"
"1139,Fred Saunders,-0.3,-0.3,1977-78,26,BOS,26,,243,30,91,30,91,,,14,17,11,26,37,11,7,4,20,34,74,.330,.330,,.824,.376,.330,F,saundfr01"
"1140,Tremont Waters,-0.3,-0.3,2019-20,22,BOS,11,1,119,14,49,10,25,4,24,8,8,0,12,12,16,10,2,15,13,40,.286,.400,.167,1.000,.381,.327,G,watertr01"
"1141,Sherman Douglas,-0.3,-0.3,1995-96,29,BOS,10,4,234,36,84,35,77,1,7,25,40,6,17,23,39,2,0,29,16,98,.429,.455,.143,.625,.482,.435,G,douglsh01"
"1142,Jérôme Moïso,-0.3,-0.3,2000-01,22,BOS,24,0,135,12,30,12,29,0,1,11,26,12,30,42,3,3,4,18,29,35,.400,.414,.000,.423,.422,.400,F-C,moisoje01"
"1143,Justin Reed,-0.3,-0.3,2005-06,24,BOS,32,0,291,25,74,25,74,0,0,25,40,13,16,29,7,5,4,15,45,75,.338,.338,,.625,.409,.338,F,reedju01"
"1144,Andy Duncan,-0.3,-0.3,1950-51,28,BOS,14,,,7,40,7,40,,,15,22,,,30,8,,,,32,29,.175,.175,,.682,.292,.175,F-C,duncaan01"
"1145,Rick Weitzman,-0.3,-0.3,1967-68,21,BOS,25,,75,12,46,12,46,,,9,13,,,10,8,,,,8,33,.261,.261,,.692,.319,.261,G,weitzri01"
"1146,Mal Graham,-0.3,-0.3,1968-69,23,BOS,22,,103,13,55,13,55,,,11,14,,,24,14,,,,27,37,.236,.236,,.786,.302,.236,G,grahama01"
"1147,Virgil Vaughn,-0.3,-0.3,1946-47,28,BOS,17,,,15,78,15,78,,,15,28,,,,10,,,,18,45,.192,.192,,.536,.249,.192,F-C,vaughvi01"
"1148,Terry Rozier,-0.3,-0.3,2015-16,21,BOS,39,0,311,29,106,23,79,6,27,8,10,24,39,63,37,6,1,19,23,72,.274,.291,.222,.800,.326,.302,G,roziete01"
"1149,Thomas Hamilton,-0.3,-0.3,1995-96,20,BOS,11,0,70,9,31,9,31,0,0,7,18,10,12,22,1,0,9,9,12,25,.290,.290,,.389,.321,.290,C,hamilth01"
"1150,John Bagley,-0.3,-0.3,1992-93,32,BOS,10,0,97,9,25,9,24,0,1,5,6,1,6,7,20,2,0,17,11,23,.360,.375,.000,.833,.416,.360,G,baglejo01"
"1151,Stephon Marbury,-0.3,-0.3,2008-09,31,BOS,23,4,414,38,111,32,86,6,25,6,13,2,26,28,75,10,3,37,34,88,.342,.372,.240,.462,.377,.369,G,marbust01"
"1152,Dontae' Jones,-0.3,-0.3,1997-98,22,BOS,15,0,91,19,57,13,34,6,23,0,0,3,6,9,5,2,3,11,12,44,.333,.382,.261,,.386,.386,F,jonesdo01"
"1153,Orien Greene,-0.3,-0.3,2005-06,23,BOS,80,5,1235,100,253,91,213,9,40,45,68,37,108,145,129,77,10,109,181,254,.395,.427,.225,.662,.449,.413,G,greenor01"
"1154,Rick Carlisle,-0.3,-0.3,1986-87,27,BOS,42,0,297,30,92,25,76,5,16,15,20,8,22,30,35,8,0,25,28,80,.326,.329,.313,.750,.397,.353,G,carliri01"
"1155,Wayne Kreklow,-0.3,-0.3,1980-81,24,BOS,25,0,100,11,47,10,43,1,4,7,10,2,10,12,9,2,1,10,20,30,.234,.233,.250,.700,.292,.245,G,kreklwa01"
"1156,Willie Williams,-0.4,-0.4,1970-71,24,BOS,16,,56,6,32,6,32,,,3,5,,,10,2,,,,8,15,.188,.188,,.600,.219,.188,F,williwi01"
"1157,Chuck Connors,-0.4,-0.4,1946-47,25,BOS,49,,,94,380,94,380,,,39,84,,,,40,,,,129,227,.247,.247,,.464,.272,.247,F-C,connoch01"
"1158,Bruno Šundov,-0.4,-0.4,2002-03,22,BOS,26,0,138,14,56,10,40,4,16,0,2,8,20,28,7,6,3,9,24,32,.250,.250,.250,.000,.281,.286,C,sundobr01"
"1159,Dick Murphy,-0.4,-0.4,1946-47,25,BOS,7,,,1,17,1,17,,,0,4,,,,3,,,,6,2,.059,.059,,.000,.053,.059,G,murphdi01"
"1160,Cecil Hankins,-0.4,-0.4,1947-48,26,BOS,25,,,23,116,23,116,,,24,35,,,,8,,,,28,70,.198,.198,,.686,.266,.198,G,hankice01"
"1161,Kleggie Hermsen,-0.5,-0.5,1950-51,27,BOS,23,,,60,191,60,191,,,29,49,,,122,20,,,,70,149,.314,.314,,.592,.350,.314,C-F,hermskl01"
"1162,Don Chaney,-0.5,-0.5,1968-69,22,BOS,20,,209,36,113,36,113,,,8,20,,,46,19,,,,32,80,.319,.319,,.400,.328,.319,G,chanedo01"
"1163,Avery Bradley,-0.5,-0.5,2010-11,20,BOS,31,0,162,23,67,23,62,0,5,6,12,4,13,17,12,9,0,16,20,52,.343,.371,.000,.500,.360,.343,G,bradlav01"
"1164,Jack Garfinkel,-0.5,-0.5,1948-49,30,BOS,9,,,12,70,12,70,,,10,14,,,,17,,,,19,34,.171,.171,,.714,.223,.171,G,garfija01"
"1165,Red Wallace,-0.5,-0.5,1946-47,28,BOS,24,,,55,224,55,224,,,21,48,,,,20,,,,42,131,.246,.246,,.438,.267,.246,G,wallare01"
"1166,John Mahnken,-0.5,-0.5,1949-50,27,BOS,24,,,44,168,44,168,,,23,36,,,,42,,,,74,111,.262,.262,,.639,.302,.262,C,mahnkjo01"
"1167,Johnny Jones,-0.5,-0.5,1967-68,24,BOS,51,,475,86,253,86,253,,,42,68,,,114,26,,,,60,214,.340,.340,,.618,.378,.340,F,jonesjo01"
"1168,Joe Mullaney,-0.6,-0.6,1949-50,25,BOS,37,,,9,70,9,70,,,12,15,,,,52,,,,30,30,.129,.129,,.800,.196,.129,G,mullajo01"
"1169,John Mahnken,-0.6,-0.6,1952-53,30,BOS,69,,771,76,252,76,252,,,39,56,,,182,75,,,,110,191,.302,.302,,.696,.345,.302,C,mahnkjo01"
"1170,Dermie O'Connell,-0.6,-0.6,1948-49,20,BOS,21,,,87,315,87,315,,,30,56,,,,65,,,,40,204,.276,.276,,.536,.300,.276,G,oconnde01"
"1171,Fred Scolari,-0.7,-0.7,1954-55,32,BOS,59,,619,76,249,76,249,,,39,49,,,77,93,,,,76,191,.305,.305,,.796,.353,.305,G,scolafr01"
"1172,Ernie Barrett,-0.8,-0.8,1953-54,24,BOS,59,,641,60,191,60,191,,,14,25,,,100,55,,,,116,134,.314,.314,,.560,.332,.314,G-F,barreer01"
"1173,Woody Sauldsberry,-0.8,-0.8,1965-66,31,BOS,39,,530,80,249,80,249,,,11,22,,,142,15,,,,94,171,.321,.321,,.500,.331,.321,F-C,sauldwo01"
"1174,Gene Stump,-0.8,-0.8,1947-48,24,BOS,43,,,59,247,59,247,,,24,38,,,,18,,,,66,142,.239,.239,,.632,.269,.239,F-G,stumpge01"
"1175,Jim Loscutoff,-0.9,-0.9,1960-61,30,BOS,76,,1153,144,478,144,478,,,49,76,,,291,25,,,,238,337,.301,.301,,.645,.329,.301,F,loscuji01"
"1176,Dermie O'Connell,-1.3,-1.3,1949-50,21,BOS,37,,,72,275,72,275,,,33,58,,,,64,,,,62,177,.262,.262,,.569,.294,.262,G,oconnde01"
